time,open,high,low,close,Volume,Max,Avg,Min,ROC
2004-05-13,2154.3501,2258.0701,2106.05,2213.04,0,,,,-8.037914455613404
2004-05-14,2214.5601,2216.04,1997.9,2018.95,0,,,,-15.065966855723543
2004-05-17,2001.96,2001.96,1659.74,1782.79,0,,,,-24.8921456030462
2004-05-18,1795.34,1940.02,1795.34,1922.27,0,,,,-20.35870505202494
2004-05-19,1947.28,2021.71,1947.28,2014.6899,0,,,,-17.487212337752936
2004-05-20,2029.1,2044.9,1984.09,1999.1899,0,,,,-18.267638858226828
2004-05-21,1992.98,2013.79,1940.6,2006.45,0,,,,-14.339205815635527
2004-05-24,2020.97,2068.1599,2020.97,2060.3501,0,,,,-11.892865390043015
2004-05-25,2061.53,2075.4399,2020.79,2056.8201,0,,,,-11.990376715845688
2004-05-26,2062.5701,2088.1899,2046.03,2057.28,0,,,,-11.37189014539579
2004-05-27,2057.28,2058.3,2032.5,2038.09,0,,,,-10.495069958540142
2004-05-28,2031.48,2031.48,1935.1,1939.38,0,,,,-16.409641118501742
2004-05-31,1916.29,1920.85,1868.85,1891.75,0,,,,-19.158750164150366
2004-06-01,1906.24,1947.98,1906.24,1924.48,0,,,,-18.997915726735982
2004-06-02,1927.71,1965.5601,1927.71,1957.8,0,,,,-16.44509337702532
2004-06-03,1975.41,1993.92,1904.99,1913.77,0,,,,-16.83057734512506
2004-06-04,1907.24,1945.2,1892.1899,1939.27,0,,,,-11.797235203294527
2004-06-07,1953.6899,1978.89,1952.71,1963.79,0,,,,-11.315688898115528
2004-06-08,1975.48,1978.8199,1951.38,1974.04,0,,,,-10.799624046560387
2004-06-09,1979.23,1990.3101,1972.05,1979.25,0,,,,-1.9663686569751626
2004-06-10,1974.28,1990.24,1967.16,1979.35,0,,,,11.02541521996421
2004-06-11,1979.47,1982.41,1933.6899,1937.03,0,,,,0.7678421865814892
2004-06-14,1930.46,1930.46,1888.83,1895.3,0,,,,-5.925969053599768
2004-06-15,1889.0699,1925.04,1889.0699,1917.33,0,,,,-4.094653539416148
2004-06-16,1930.55,1944.6801,1906.71,1910.1,0,,,,-4.802013506441733
2004-06-17,1914.16,1932.1801,1895.58,1925.25,0,,,,-6.557142885570763
2004-06-18,1924.38,1928.72,1897.35,1903.58,0,,,,-7.450340455152105
2004-06-21,1903.52,1912.92,1886.71,1889.08,0,,,,-8.175843832633394
2004-06-22,1888.51,1892.12,1870.1801,1877.04,0,,,,-7.902006290203081
2004-06-23,1880.1899,1884.27,1832.8101,1836.05,0,,,,-5.327991419938338
2004-06-24,1841.63,1858.89,1822.2,1855.29,0,,,,-1.9273159772697257
2004-06-25,1859.95,1892.95,1847.45,1886,0,,,,-1.9995011639507825
2004-06-28,1895.02,1927.97,1892.83,1925.49,0,,,,-1.650321789764018
2004-06-29,1925.49,1946.29,1916.27,1933.1801,0,,,,1.0142336853435918
2004-06-30,1940.91,1954.11,1920.53,1923.78,0,,,,-0.7987541703837016
2004-07-01,1928.73,1959.83,1923.89,1958.08,0,,,,-0.2907642874238099
2004-07-02,1948.1899,1971.4301,1936.58,1959.0601,0,,,,-0.7588448055763837
2004-07-05,1958.3199,1967.04,1939.24,1943.27,0,,,,-1.8178603006189222
2004-07-06,1943.88,1977.08,1940.39,1975.17,0,,,,-0.2111804380225749
2004-07-07,1975.17,2000.35,1973.74,1985.66,0,,,,2.510544493373882
2004-07-08,1992.14,2012.86,1909.59,1922.98,0,,,,1.4604548092650274
2004-07-09,1895.09,1966.87,1877.88,1962.3,0,,,,2.345449140210607
2004-07-12,1962.63,1976.48,1958.62,1969.36,0,,,,3.1024553688288568
2004-07-13,1972.87,1983.72,1943.48,1952.66,0,,,,1.4237112063368436
2004-07-14,1957.28,1964.36,1935.62,1939.64,0,,,,1.8943254289286593
2004-07-15,1939.41,1966.1899,1937.52,1964.1801,0,,,,3.97548542147501
2004-07-16,1966.54,1999.95,1960.99,1995.92,0,,,,6.333375953629124
2004-07-19,1998.79,2028.11,1998.3101,2012.2,0,,,,9.593965305955724
2004-07-20,2012.22,2015.13,1995.85,2004.35,0,,,,8.034323475036246
2004-07-21,2008.86,2037.96,2006.34,2021.33,0,,,,7.175503711558851
2004-07-22,2039.39,2057.8799,2034.24,2044.41,0,,,,6.176090241964387
2004-07-23,2050.0601,2056.6299,2037.52,2049.3101,0,,,,6.007200260337881
2004-07-26,2042.66,2072.6299,2036.98,2069.48,0,,,,7.5736310804769795
2004-07-28,2049.1201,2055.0901,2027.37,2035.96,0,,,,3.9773655826115437
2004-07-29,2039.66,2069.1499,2037.5699,2065.0701,0,,,,5.411268393450513
2004-07-30,2070.45,2090.78,2070.45,2081.26,0,,,,7.100917525614054
2004-08-02,2088.5601,2095.47,2081.1599,2092.6001,0,,,,5.945316099373726
2004-08-03,2096.71,2106.29,2081.28,2085.8701,0,,,,5.046689765619493
2004-08-04,2086.1499,2096.8501,2077.1799,2085.3301,0,,,,8.442630708587718
2004-08-05,2089.3999,2121.8,2089.3999,2120.76,0,,,,8.075217856596863
2004-08-06,2119.79,2128.6799,2090.1201,2096.6299,0,,,,6.462500507779178
2004-08-09,2092.96,2108.05,2080.1299,2105.6799,0,,,,7.836484590251247
2004-08-10,2110.6499,2122.6399,2105.8601,2117.0701,0,,,,9.14757893217297
2004-08-11,2121.79,2125.6599,2073.04,2077.8601,0,,,,5.7876566410585175
2004-08-12,2077.1299,2090.1201,2051.1001,2059.97,0,,,,3.209046454767712
2004-08-13,2059.21,2069.5601,2048.73,2056.3899,0,,,,2.1960987973362527
2004-08-16,2057.8701,2058.3,2039.5601,2053.8501,0,,,,2.4696335470352087
2004-08-17,2062.6001,2079.5901,2057.1399,2063.1599,0,,,,2.069424586781979
2004-08-18,2064.0901,2064.28,2036.1,2041.48,0,,,,-0.14331763198184627
2004-08-19,2046.77,2073.2,2046.77,2070.1699,0,,,,1.0178937780084976
2004-08-20,2070.49,2070.49,2044.3,2050.54,0,,,,-0.9152057521696297
2004-08-23,2047.64,2052,2027.38,2031.29,0,,,,-0.22937582270771886
2004-08-24,2035.61,2055.3899,2035.61,2049.5701,0,,,,-0.750579847144172
2004-08-25,2057.4099,2062.5601,2047.3,2056.5601,0,,,,-1.186776279753614
2004-08-26,2061.4099,2084.4199,2061.4099,2082.54,0,,,,-0.480746416861977
2004-08-27,2084.49,2093.24,2078.6299,2088.78,0,,,,0.13950533161197848
2004-08-30,2094.4399,2119.21,2094.4399,2117.9299,0,,,,1.5632920658460718
2004-08-31,2121.8,2129.3,2111.8501,2125.6499,0,,,,0.23057300213129586
2004-09-01,2127.6001,2140.98,2127.6001,2135.3899,0,,,,1.8486810666966174
2004-09-02,2137.4199,2147.8301,2125.51,2127.78,0,,,,1.0495469895495564
2004-09-03,2128.77,2138.4099,2121.9399,2136.22,0,,,,0.904547279752328
2004-09-06,2140.03,2158.29,2140.03,2151.8899,0,,,,3.562790391903683
2004-09-07,2152.5601,2164.8899,2152,2160.54,0,,,,4.882109933639819
2004-09-08,2165.45,2173.6101,2164.79,2169.48,0,,,,5.499448329327035
2004-09-09,2171.71,2178.1599,2146.45,2154.3899,0,,,,4.895186849322646
2004-09-10,2155.8301,2177.5701,2147.8799,2175.96,0,,,,5.467346471788247
2004-09-13,2178.1201,2192.49,2178.1201,2184.3301,0,,,,6.997379352234659
2004-09-14,2187.79,2194.9299,2177.3799,2193.03,0,,,,5.934783420433286
2004-09-15,2197.8201,2205.8999,2179.97,2187.8999,0,,,,6.698718386376268
2004-09-16,2188.8201,2218.48,2185.8601,2215.99,0,,,,9.092744019810063
2004-09-17,2220.8101,2247.8899,2220.8101,2245.02,0,,,,9.536141262013924
2004-09-20,2249.8,2257.8899,2238.8101,2242.95,0,,,,9.063187601471004
2004-09-21,2243.8799,2271.0601,2240.8,2269.04,0,,,,8.955410220211856
2004-09-22,2271.46,2285.1799,2260.8701,2278.24,0,,,,9.070366433994941
2004-09-23,2271.1899,2279.1499,2246.7,2249.3101,0,,,,6.203236471613156
2004-09-24,2247.6599,2266.73,2242.1201,2251.51,0,,,,5.921017379202489
2004-09-27,2251.4399,2261.4199,2240.0801,2250.02,0,,,,5.36811099462444
2004-09-28,2249.25,2254.8701,2226.5,2229.98,0,,,,4.8031281429471
2004-09-29,2239.23,2260.53,2227.8301,2258.55,0,,,,5.726470120118733
2004-09-30,2264.51,2283.1899,2264.51,2276.02,0,,,,5.7684224457766105
2004-10-01,2278.01,2310.8,2270.1399,2307.49,0,,,,6.801540355651819
2004-10-04,2318.1299,2350.78,2318.1299,2342.1101,0,,,,7.957210944558137
2004-10-05,2344.97,2361.8899,2338.75,2355.21,0,,,,9.321437127049283
2004-10-06,2356.8301,2377.73,2333.8999,2339.23,0,,,,7.503354841081636
2004-10-07,2341.8101,2371.6699,2341.8101,2358.8999,0,,,,7.991914775152333
2004-10-08,2358.8999,2373.71,2355.22,2364.9099,0,,,,7.8375535218396415
2004-10-11,2371.4199,2387.6001,2347.45,2351.6599,0,,,,7.48480312102031
2004-10-12,2361.23,2367.8201,2313.49,2317.78,0,,,,4.593432280831611
2004-10-14,2320.21,2338.8301,2303.4299,2327.03,0,,,,3.652974138315036
2004-10-15,2334.4199,2351.7,2322.1499,2327.1899,0,,,,3.7557636148821882
2004-10-18,2334.51,2342.77,2317.3,2319.8,0,,,,2.2370694214293367
2004-10-19,2325.5701,2349.3101,2323.55,2343.7,0,,,,2.8732705948451454
2004-10-20,2346.79,2355.1799,2318.8101,2322.8,0,,,,3.267219579905858
2004-10-21,2326.5901,2331.55,2304.1799,2312,0,,,,2.686641409542919
2004-10-25,2309.0801,2309.0801,2272.9399,2275.71,0,,,,1.1417676287321914
2004-10-26,2279.23,2303.8701,2269.3501,2302.72,0,,,,3.261912662893828
2004-10-27,2307.1299,2326.26,2300.99,2313.0901,0,,,,2.414828097673273
2004-10-28,2327.1201,2342.96,2327.1201,2334.01,0,,,,2.5478686479029284
2004-10-29,2339.0701,2342.52,2316.3201,2319.3,0,,,,0.511811535477961
2004-11-01,2321.3501,2336.74,2309.52,2333.74,0,,,,-0.35737431814158066
2004-11-02,2340.26,2358.96,2340.26,2355.75,0,,,,0.022927891780349253
2004-11-03,2360.3401,2388.3301,2360.3401,2387.79,0,,,,2.075896769449774
2004-11-04,2397.74,2404.8401,2385.8601,2388.8,0,,,,1.267544248062425
2004-11-05,2394.3601,2413.4399,2394.3601,2411.8,0,,,,1.9827436131922012
2004-11-08,2417.28,2432.72,2417.28,2423.3701,0,,,,3.0493439974037053
2004-11-09,2425.3799,2432.03,2410.8501,2415.01,0,,,,4.1949624209372764
2004-11-10,2413.9299,2441.1599,2413.9299,2439.6399,0,,,,4.839211355246813
2004-11-11,2442.1101,2449.4299,2427.3799,2431.05,0,,,,4.462897505699915
2004-11-12,2445.1399,2453.6599,2433.75,2439.5801,0,,,,5.163380463833087
2004-11-16,2442.3999,2449.27,2428.3301,2446.26,0,,,,4.375986687716022
2004-11-17,2449.21,2468.72,2449.21,2464.1299,0,,,,6.08446271741001
2004-11-18,2468.5801,2480.8701,2464.24,2476.97,0,,,,7.135380622837361
2004-11-19,2476.71,2488.6599,2448.3301,2450.54,0,,,,7.682437568934527
2004-11-22,2439.8201,2460.48,2419.6599,2455.46,0,,,,6.633025291828805
2004-11-23,2464.53,2492.5601,2464.53,2483.6399,0,,,,7.373244993785597
2004-11-24,2484.1899,2504.9199,2484.1899,2497.78,0,,,,7.016679448674169
2004-11-25,2501.28,2517.48,2488.25,2495.53,0,,,,7.598413314362092
2004-11-29,2498.1499,2542.01,2498.1499,2538.1299,0,,,,8.75804074147078
2004-11-30,2558.5901,2559.79,2539.9399,2548.3601,0,,,,8.17616894831794
2004-12-01,2556.29,2563.9099,2529.4299,2556.3401,0,,,,7.058832644411776
2004-12-02,2572.3401,2608.1001,2572.3401,2605.49,0,,,,9.071081714668436
2004-12-03,2614.8101,2624.3799,2597.5701,2603.21,0,,,,7.936396052740685
2004-12-06,2614.54,2631.52,2598.55,2601.8899,0,,,,7.366592498603495
2004-12-07,2604.25,2617.1101,2592.3701,2604.25,0,,,,7.835992397546998
2004-12-08,2609.6101,2631.02,2585.73,2586.1799,0,,,,6.006624174329988
2004-12-09,2590.7,2609.9399,2586.1201,2604.6299,0,,,,7.140120524053381
2004-12-10,2610.1201,2618.2,2582.1101,2586.2,0,,,,6.010046564980575
2004-12-13,2586.3301,2610.77,2585.29,2608.99,0,,,,6.652195596543276
2004-12-14,2613.6599,2640.9199,2613.6599,2638.8101,0,,,,7.0889201092848335
2004-12-15,2644.1699,2670.25,2644.1699,2662.6699,0,,,,7.497058906648045
2004-12-16,2663.4399,2677.3601,2655.3701,2672.0601,0,,,,9.039644323292016
2004-12-17,2673.3401,2685.98,2650.8101,2656.29,0,,,,8.178915559610008
2004-12-20,2662.1201,2681.6001,2660.51,2678.9099,0,,,,7.862250884276742
2004-12-21,2687.5,2706.1599,2685.29,2704.1599,0,,,,8.26253312941892
2004-12-22,2709.79,2721.29,2681.72,2687.23,0,,,,7.6817349420764245
2004-12-23,2691.02,2712.77,2690.1599,2705.8501,0,,,,6.60802270206896
2004-12-24,2729.1799,2732.03,2715.5701,2728.1001,0,,,,7.053163326485932
2004-12-27,2726.8301,2754.23,2719.75,2736,0,,,,7.028012430740343
2004-12-28,2736.3,2764.4299,2736.3,2762.6101,0,,,,6.030347458635424
2004-12-29,2772.3799,2784.1799,2747.9399,2755.71,0,,,,5.858152050737359
2004-12-30,2764.0801,2778.6101,2736.71,2742.1399,0,,,,5.39031263390507
2004-12-31,2750.02,2780.8799,2750.02,2779.6499,0,,,,6.73514063549966
2005-01-03,2791.5601,2828.3501,2791.5601,2825.95,0,,,,9.271207312376054
2005-01-04,2825.95,2838.71,2818.5701,2822.3601,0,,,,8.359352704965875
2005-01-05,2815.03,2816.3,2658.47,2724.74,0,,,,5.356894285051426
2005-01-06,2721.6899,2731.6899,2653.52,2681.5801,0,,,,2.7823065630761463
2005-01-07,2685.47,2713.6899,2679.47,2706.8101,0,,,,2.57691904392817
2005-01-10,2706.8101,2731.77,2670.99,2678.95,0,,,,0.6114201388613717
2005-01-11,2685.3899,2687.6499,2624.0801,2629.3701,0,,,,-1.5976437056935977
2005-01-12,2637.21,2644.6499,2550.5801,2560.78,0,,,,-3.5956164424817985
2005-01-13,2573.6299,2629.4099,2573.6299,2621.52,0,,,,-2.142285561750327
2005-01-14,2629.6899,2634.6299,2586.26,2596.1299,0,,,,-3.994956067501785
2005-01-18,2597.98,2622.52,2586.3201,2595.79,0,,,,-3.402760463376788
2005-01-19,2601.01,2609.3201,2578,2581.8201,0,,,,-4.583772027873983
2005-01-20,2583.3501,2583.53,2543.1101,2568.4399,0,,,,-5.852431881073581
2005-01-24,2568.4399,2578.02,2541.6899,2547.75,0,,,,-6.880482456140351
2005-01-25,2543.2,2580.79,2534.8501,2579.0701,0,,,,-6.643717113754126
2005-01-27,2587.8701,2618.6399,2587.8701,2608.6101,0,,,,-5.3380036360865315
2005-01-28,2613.46,2674.6699,2613.46,2670.73,0,,,,-2.6041669135845367
2005-01-31,2686.21,2732.28,2686.21,2726.49,0,,,,-1.912467465776899
2005-02-01,2736.1399,2751.45,2712.24,2740.46,0,,,,-3.0251773739804237
2005-02-02,2745.21,2764.8,2733.8799,2741.49,0,,,,-2.8653360001794277
2005-02-03,2748.9199,2785.6599,2748.9199,2782.0801,0,,,,2.10442464235121
2005-02-04,2789.8601,2807.5901,2760.1399,2778.1299,0,,,,3.600481671235544
2005-02-07,2788.52,2802.0801,2758.6799,2764.3501,0,,,,2.1257494199537663
2005-02-08,2762.8101,2782.6699,2756.8999,2768.3,0,,,,3.335261949644464
2005-02-09,2772.8101,2800.98,2772.8101,2792.97,0,,,,6.22201872608195
2005-02-10,2796.3601,2807.0701,2777.8799,2790.49,0,,,,8.970313732534601
2005-02-11,2796.49,2818.8101,2796.49,2811.46,0,,,,7.245414873813668
2005-02-14,2823.71,2841.9299,2819.3201,2826.53,0,,,,8.874752376604896
2005-02-15,2831.76,2831.76,2802.05,2814.8101,0,,,,8.437512279498733
2005-02-16,2817.1599,2836.52,2782.8201,2791.21,0,,,,8.110166157587825
2005-02-18,2784.8899,2806.95,2772.3999,2779.6699,0,,,,8.224058503373975
2005-02-21,2783.3999,2791.6799,2756.01,2759.8101,0,,,,8.323426552840749
2005-02-22,2759.79,2779.6299,2748.6399,2776.8201,0,,,,7.667492248465833
2005-02-23,2779.74,2793.1799,2772.6899,2783.8999,0,,,,6.719662704671735
2005-02-24,2790.8899,2802.7,2779.1899,2782.3201,0,,,,4.1782621230899375
2005-02-25,2790.6499,2807.8101,2774.05,2781.4099,0,,,,2.014307772997529
2005-02-28,2781.4099,2832.4099,2774.4099,2825.6499,0,,,,3.1085985564467227
2005-03-01,2829.5701,2829.5701,2794.54,2803.1499,0,,,,2.2491382423426716
2005-03-02,2802.3899,2828.9199,2802.3899,2824.71,0,,,,1.5323031137744705
2005-03-03,2830.4199,2871.4299,2830.4199,2868.7,0,,,,3.2601103353734437
2005-03-04,2873.9299,2897.97,2873.9299,2892.6001,0,,,,4.639426822239339
2005-03-07,2901.1201,2921.47,2901.1201,2906.96,0,,,,5.0088501968717205
2005-03-08,2911.51,2930.49,2906.53,2924.76,0,,,,4.718632853199297
2005-03-09,2926.76,2944.26,2881.6201,2905,0,,,,4.103580374772897
2005-03-10,2906.0701,2921.8301,2892.0901,2918.24,0,,,,3.7980266480760796
2005-03-11,2922.97,2942.98,2900.9099,2906.8501,0,,,,2.8416503628123495
2005-03-14,2909.99,2920.9299,2888.6799,2892.3899,0,,,,2.7561290902004356
2005-03-15,2894.9099,2903.1201,2869.8101,2873.55,0,,,,2.9499751004044894
2005-03-16,2875.5901,2899.6599,2867.46,2872.72,0,,,,3.3475233875792205
2005-03-17,2863.98,2869.29,2827.3701,2837.1799,0,,,,2.803446512497361
2005-03-18,2835.96,2847.51,2796.1699,2837.2,0,,,,2.174426063827466
2005-03-21,2843.9199,2856.22,2815.72,2821.8999,0,,,,1.3649916076364672
2005-03-22,2822.97,2822.97,2759.95,2765.46,0,,,,-0.6059726916396095
2005-03-23,2765.46,2777.26,2704.8101,2714.02,0,,,,-2.4228683445758974
2005-03-24,2715.51,2735.6899,2686.49,2697.3101,0,,,,-4.541956878663551
2005-03-28,2705.76,2735.9399,2705.76,2718.96,0,,,,-3.0034034212726137
2005-03-29,2719.46,2720.77,2646.3999,2659.8799,0,,,,-5.8352928265202495
2005-03-30,2663.53,2690.1101,2646.05,2682.6201,0,,,,-6.486558371387727
2005-03-31,2692.55,2740.1499,2692.55,2734.6599,0,,,,-5.46014639216807
2005-04-01,2738.79,2792.1101,2726,2786.7,0,,,,-4.1369678289347025
2005-04-04,2792.6499,2802.77,2778.3799,2784.53,0,,,,-4.794581435741736
2005-04-05,2788.46,2796.5801,2757.8101,2764.8601,0,,,,-4.824092943201381
2005-04-06,2767.23,2790.3999,2767.23,2786.6799,0,,,,-4.508200148034422
2005-04-07,2794.24,2807.53,2768.6899,2773.49,0,,,,-4.587787309706831
2005-04-08,2759.77,2785.1201,2742.8101,2751.9199,0,,,,-4.85653749516966
2005-04-11,2751.9199,2753.2,2714.27,2721.9099,0,,,,-5.277099754658874
2005-04-12,2721.9099,2746.24,2721.9099,2744.46,0,,,,-4.464758138628191
2005-04-13,2746.01,2763.1599,2738.74,2745.29,0,,,,-3.2387759408559225
2005-04-15,2709.8601,2709.8601,2660.7,2664.8101,0,,,,-6.076057380515991
2005-04-18,2658.8999,2658.8999,2613.02,2636.5601,0,,,,-6.567908379740889
2005-04-19,2641.6499,2678.6101,2609.1699,2615.48,0,,,,-5.423329211053496
2005-04-20,2619.28,2641.8201,2602.76,2638.3899,0,,,,-2.786644903132617
2005-04-21,2639.28,2670.1299,2618.96,2668.24,0,,,,-1.077744082892077
2005-04-22,2678.6001,2698.98,2676.95,2690.77,0,,,,-1.0367934798599485
2005-04-25,2688.0801,2707.0901,2680.8,2702.21,0,,,,1.5914289964746202
2005-04-26,2704.24,2707.52,2687.27,2691.6201,0,,,,0.3354929011379584
2005-04-28,2663.5,2669.3101,2643.9099,2653.1799,0,,,,-2.9795295568564124
2005-04-29,2654.8799,2657.8,2604.52,2610.5,0,,,,-6.322890874511065
2005-05-02,2622.52,2634.54,2599.8501,2619.1201,0,,,,-5.94031667821859
2005-05-03,2618.1001,2636.8,2617.8301,2624.6399,0,,,,-5.071511574853272
2005-05-04,2626.6799,2656.3,2626.6799,2655.01,0,,,,-4.7249739735087575
2005-05-05,2662.77,2696.5,2662.77,2684.4399,0,,,,-3.2107597287172456
2005-05-06,2687.49,2706.1101,2676.3999,2700.49,0,,,,-1.8688734363234951
2005-05-09,2698.8799,2734.3401,2698.8799,2732.6899,0,,,,0.3960454385356306
2005-05-10,2735.6399,2742.8201,2723.6399,2741.22,0,,,,-0.11805601101856965
2005-05-11,2722.6299,2723.8501,2707.27,2719.49,0,,,,-0.9397914245853874
2005-05-12,2719.76,2740.5701,2719.76,2731.49,0,,,,2.502238339610002
2005-05-13,2731.49,2736.49,2722.79,2730.8101,0,,,,3.574733608386169
2005-05-16,2733.0701,2760.3301,2733.0701,2757.8799,0,,,,5.444503494578429
2005-05-17,2757.8799,2772.79,2721.8899,2728.05,0,,,,3.398288478893891
2005-05-18,2725.8701,2730.4399,2701.6499,2721.8,0,,,,2.007315683746605
2005-05-19,2727.8701,2754.6899,2727.8701,2736.1299,0,,,,1.6857590949802446
2005-05-20,2733.05,2743.1299,2721.8301,2737.54,0,,,,1.3074483478338075
2005-05-23,2739.45,2765.6499,2739.45,2761.49,0,,,,2.5958306671881255
2005-05-24,2767.23,2777.3301,2759.1299,2774.5701,0,,,,4.57527211027039
2005-05-25,2776.0901,2795.76,2766.46,2790.73,0,,,,6.904041371384793
2005-05-26,2792.03,2811.9399,2784.3201,2808.49,0,,,,7.230286996002959
2005-05-27,2815.8401,2843.04,2806.6001,2813.6499,0,,,,7.201368843017275
2005-05-30,2816.3701,2824.26,2798.8999,2804.8501,0,,,,5.643673658479624
2005-05-31,2809.01,2832.8701,2805.1599,2829.2,0,,,,5.392562523005264
2005-06-01,2832.5,2845.8799,2827.74,2833.96,0,,,,4.942436372658305
2005-06-02,2836.0701,2843.1799,2807.3,2808.8799,0,,,,2.7880953488355944
2005-06-03,2811.1001,2843.8601,2808.1201,2841.0701,0,,,,3.6425423716447463
2005-06-06,2841.71,2870.77,2841.71,2852.29,0,,,,4.883268554030359
2005-06-07,2855.1899,2867.3201,2848.3101,2863.05,0,,,,4.816418877608939
2005-06-08,2863.8701,2885.1399,2863.8701,2878.74,0,,,,5.417070194664932
2005-06-09,2883.4099,2884.1001,2864.77,2871.8201,0,,,,4.131441691859026
2005-06-10,2875.03,2889.99,2848.77,2853.53,0,,,,4.599622440937666
2005-06-13,2859.8401,2868.6299,2847.03,2865.02,0,,,,5.261958997722088
2005-06-14,2868.4099,2874.97,2861.1599,2870.9299,0,,,,4.926666676169146
2005-06-15,2876.6799,2892.1399,2875.04,2889.52,0,,,,5.551699701191581
2005-06-16,2891.3799,2899.8401,2867.5901,2870.1299,0,,,,3.9341044146457214
